id,source,category,age_range,difficulty,language_style,title,india_concept,bible_reference,memory_verse,kid_friendly_explanation,activity_idea,kid_prompt,answer_key,safety_tag
83,Pew India Survey Dataset,Nature,10–12,3,Hinglish,"In music practice, choose Respect: Keeping the temple area clean.",Keeping the temple area clean,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Keeping the temple area clean ke dauran music practice mein respect dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Plant a seed and write a care plan.,What is one way to show respect during music practice?,"By practicing keeping the temple area clean and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
84,Pew India Survey Dataset,Health,6–8,1,Hinglish,Show Respect when you music practice: Keeping shoes outside before entering.,Keeping shoes outside before entering,Proverbs 22:1,A good name is more desirable than great riches.,Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Keeping shoes outside before entering ke dauran music practice mein respect dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Design a poster about the verse.,What is one way to show respect during music practice?,By practicing keeping shoes outside before entering and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
85,Pew India Survey Dataset,School,6–8,3,English,God cares about morning assembly; practice Courage: Reading a moral story at bedtime.,Reading a moral story at bedtime,Proverbs 15:1,A gentle answer turns away wrath.,"During morning assembly, practice courage. Reading a moral story at bedtime is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show courage during morning assembly?,By practicing reading a moral story at bedtime and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
86,Pew India Survey Dataset,Technology,10–12,2,English,God cares about family meals; practice Gratitude: Lighting a diya in the evening.,Lighting a diya in the evening,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During family meals, practice gratitude. Lighting a diya in the evening is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show gratitude during family meals?,"By practicing lighting a diya in the evening and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
87,Pew India Survey Dataset,Helping,8–10,1,Hinglish,Show Humility when you family meals: Bringing mithai to celebrate good news.,Bringing mithai to celebrate good news,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. Bringing mithai to celebrate good news ke dauran family meals mein humility dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Draw a comic showing the lesson.,What is one way to show humility during family meals?,"By practicing bringing mithai to celebrate good news and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
88,Pew India Survey Dataset,Helping,10–12,1,English,Be Respect in family meals: Listening to grandparents’ stories.,Listening to grandparents’ stories,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During family meals, practice respect. Listening to grandparents’ stories is a simple way to show care for others.",Design a poster about the verse.,What is one way to show respect during family meals?,"By practicing listening to grandparents’ stories and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
89,Pew India Survey Dataset,School,8–10,3,Hinglish,"In library hour, choose Honesty: Listening to grandparents’ stories.",Listening to grandparents’ stories,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Listening to grandparents’ stories ke dauran library hour mein honesty dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Draw a comic showing the lesson.,What is one way to show honesty during library hour?,"By practicing listening to grandparents’ stories and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
90,Pew India Survey Dataset,Travel,8–10,3,English,Show Hard work when you classroom chores: Keeping the temple area clean.,Keeping the temple area clean,Proverbs 15:1,A gentle answer turns away wrath.,"Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During classroom chores, practice hard work. Keeping the temple area clean is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show hard work during classroom chores?,By practicing keeping the temple area clean and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
91,Pew India Survey Dataset,Civics,10–12,1,Hinglish,"In temple/church visits, choose Honesty: Gifting fruits when visiting someone.",Gifting fruits when visiting someone,Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Gifting fruits when visiting someone ke dauran temple/church visits mein honesty dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Make a thank-you card for a helper.,What is one way to show honesty during temple/church visits?,By practicing gifting fruits when visiting someone and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
92,Pew India Survey Dataset,Technology,6–8,1,Hinglish,Show Courage when you bus rides: Reading a moral story at bedtime.,Reading a moral story at bedtime,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Reading a moral story at bedtime ke dauran bus rides mein courage dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Write two sentences on how to apply this today.,What is one way to show courage during bus rides?,"By practicing reading a moral story at bedtime and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
93,Pew India Survey Dataset,Creativity,10–12,1,Hinglish,"In music practice, choose Courage: Keeping the temple area clean.",Keeping the temple area clean,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Keeping the temple area clean ke dauran music practice mein courage dikhana seekhein. Buzurgon ko pranam karna chahiye.,Make a thank-you card for a helper.,What is one way to show courage during music practice?,"By practicing keeping the temple area clean and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
94,Pew India Survey Dataset,Work,10–12,3,Hinglish,Be Gratitude in bus rides: Sharing prasad after worship.,Sharing prasad after worship,Matthew 7:12,Do to others what you would have them do to you.,Sharing prasad after worship ke dauran bus rides mein gratitude dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show gratitude during bus rides?,By practicing sharing prasad after worship and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
95,Pew India Survey Dataset,Sports,6–8,3,Hinglish,"In park clean-ups, choose Kindness: Lighting a diya in the evening.",Lighting a diya in the evening,Matthew 7:12,Do to others what you would have them do to you.,Lighting a diya in the evening ke dauran park clean-ups mein kindness dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Design a poster about the verse.,What is one way to show kindness during park clean-ups?,By practicing lighting a diya in the evening and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
96,Pew India Survey Dataset,Helping,8–10,1,English,Show Humility when you family meals: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Some families practice: Thanking teachers (Guru) with a small note or flower. Show gratitude for learning. During family meals, practice humility. Planting a tulsi and watering daily is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show humility during family meals?,"By practicing planting a tulsi and watering daily and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
97,Pew India Survey Dataset,Nature,10–12,3,Hinglish,Be Honesty in sports practice: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Tying rakhi to show sibling care ke dauran sports practice mein honesty dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Plant a seed and write a care plan.,What is one way to show honesty during sports practice?,"By practicing tying rakhi to show sibling care and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
98,Pew India Survey Dataset,Technology,8–10,3,Hinglish,"In homework time, choose Respect: Keeping shoes outside before entering.",Keeping shoes outside before entering,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Keeping shoes outside before entering ke dauran homework time mein respect dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Write two sentences on how to apply this today.,What is one way to show respect during homework time?,"By practicing keeping shoes outside before entering and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
99,Pew India Survey Dataset,Respect,8–10,3,English,God cares about sports practice; practice Peacemaking: Bringing mithai to celebrate good news.,Bringing mithai to celebrate good news,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During sports practice, practice peacemaking. Bringing mithai to celebrate good news is a simple way to show care for others.",Design a poster about the verse.,What is one way to show peacemaking during sports practice?,"By practicing bringing mithai to celebrate good news and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
100,Pew India Survey Dataset,Civics,10–12,3,English,"In playground games, choose Stewardship: Listening to grandparents’ stories.",Listening to grandparents’ stories,Matthew 7:12,Do to others what you would have them do to you.,"During playground games, practice stewardship. Listening to grandparents’ stories is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show stewardship during playground games?,By practicing listening to grandparents’ stories and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
101,Pew India Survey Dataset,Respect,8–10,1,Hinglish,"In festival time, choose Honesty: Sharing prasad after worship.",Sharing prasad after worship,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Some families practice: Offering water to a guest. Practice hospitality and generosity. Sharing prasad after worship ke dauran festival time mein honesty dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Create a recycling checklist for your class.,What is one way to show honesty during festival time?,"By practicing sharing prasad after worship and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
102,Pew India Survey Dataset,Festival,10–12,3,English,Show Respect when you library hour: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During library hour, practice respect. Tying rakhi to show sibling care is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show respect during library hour?,By practicing tying rakhi to show sibling care and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
103,Pew India Survey Dataset,Honesty,8–10,2,English,Be Humility in morning assembly: Listening to grandparents’ stories.,Listening to grandparents’ stories,Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During morning assembly, practice humility. Listening to grandparents’ stories is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show humility during morning assembly?,By practicing listening to grandparents’ stories and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
104,Pew India Survey Dataset,Helping,6–8,1,English,God cares about family meals; practice Humility: Lighting a diya in the evening.,Lighting a diya in the evening,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. During family meals, practice humility. Lighting a diya in the evening is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show humility during family meals?,"By practicing lighting a diya in the evening and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
105,Pew India Survey Dataset,Creativity,6–8,3,Hinglish,Be Mercy in school line: Touching elders’ feet (pranam).,Touching elders’ feet (pranam),Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Thanking teachers (Guru) with a small note or flower. Show gratitude for learning. Touching elders’ feet (pranam) ke dauran school line mein mercy dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Design a poster about the verse.,What is one way to show mercy during school line?,By practicing touching elders’ feet (pranam) and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
106,Pew India Survey Dataset,Honesty,8–10,1,Hinglish,"In park clean-ups, choose Gratitude: Making rangoli at the doorstep.",Making rangoli at the doorstep,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Some families practice: Offering water to a guest. Practice hospitality and generosity. Making rangoli at the doorstep ke dauran park clean-ups mein gratitude dikhana seekhein. Buzurgon ko pranam karna chahiye.,Make a thank-you card for a helper.,What is one way to show gratitude during park clean-ups?,"By practicing making rangoli at the doorstep and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
107,Pew India Survey Dataset,Creativity,6–8,1,Hinglish,"In music practice, choose Honesty: Listening to grandparents’ stories.",Listening to grandparents’ stories,Proverbs 22:1,A good name is more desirable than great riches.,Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Listening to grandparents’ stories ke dauran music practice mein honesty dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Make a thank-you card for a helper.,What is one way to show honesty during music practice?,By practicing listening to grandparents’ stories and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
108,Pew India Survey Dataset,Travel,10–12,2,Hinglish,Be Mercy in rainy season: Making rangoli at the doorstep.,Making rangoli at the doorstep,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Making rangoli at the doorstep ke dauran rainy season mein mercy dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Draw a comic showing the lesson.,What is one way to show mercy during rainy season?,"By practicing making rangoli at the doorstep and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
109,Pew India Survey Dataset,Technology,10–12,1,English,Be Honesty in family meals: Making rangoli at the doorstep.,Making rangoli at the doorstep,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During family meals, practice honesty. Making rangoli at the doorstep is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show honesty during family meals?,"By practicing making rangoli at the doorstep and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
110,Pew India Survey Dataset,Technology,6–8,3,Hinglish,Be Self-control in library hour: Reading a moral story at bedtime.,Reading a moral story at bedtime,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Reading a moral story at bedtime ke dauran library hour mein self-control dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show self-control during library hour?,"By practicing reading a moral story at bedtime and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
111,Pew India Survey Dataset,Creativity,6–8,3,Hinglish,God cares about sports practice; practice Mercy: Touching elders’ feet (pranam).,Touching elders’ feet (pranam),Proverbs 15:1,A gentle answer turns away wrath.,Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Touching elders’ feet (pranam) ke dauran sports practice mein mercy dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Draw a comic showing the lesson.,What is one way to show mercy during sports practice?,By practicing touching elders’ feet (pranam) and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
112,Pew India Survey Dataset,Honesty,8–10,3,English,Be Respect in sports practice: Keeping shoes outside before entering.,Keeping shoes outside before entering,Proverbs 15:1,A gentle answer turns away wrath.,"During sports practice, practice respect. Keeping shoes outside before entering is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show respect during sports practice?,By practicing keeping shoes outside before entering and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
113,Pew India Survey Dataset,Festival,10–12,1,Hinglish,"In morning assembly, choose Self-control: Gifting fruits when visiting someone.",Gifting fruits when visiting someone,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Gifting fruits when visiting someone ke dauran morning assembly mein self-control dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Create a recycling checklist for your class.,What is one way to show self-control during morning assembly?,"By practicing gifting fruits when visiting someone and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
114,Pew India Survey Dataset,Helping,8–10,1,Hinglish,Be Mercy in rainy season: Fasting with family and breaking together.,Fasting with family and breaking together,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Fasting with family and breaking together ke dauran rainy season mein mercy dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Draw a comic showing the lesson.,What is one way to show mercy during rainy season?,"By practicing fasting with family and breaking together and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
115,Pew India Survey Dataset,Work,6–8,1,Hinglish,Show Humility when you park clean-ups: Reading a moral story at bedtime.,Reading a moral story at bedtime,Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Reading a moral story at bedtime ke dauran park clean-ups mein humility dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Create a recycling checklist for your class.,What is one way to show humility during park clean-ups?,By practicing reading a moral story at bedtime and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
116,Pew India Survey Dataset,Sports,10–12,2,Hinglish,God cares about market visits; practice Honesty: Lighting a diya in the evening.,Lighting a diya in the evening,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Lighting a diya in the evening ke dauran market visits mein honesty dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Make a thank-you card for a helper.,What is one way to show honesty during market visits?,"By practicing lighting a diya in the evening and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
117,Pew India Survey Dataset,Honesty,8–10,3,English,Be Kindness in park clean-ups: Making rangoli at the doorstep.,Making rangoli at the doorstep,Matthew 7:12,Do to others what you would have them do to you.,"During park clean-ups, practice kindness. Making rangoli at the doorstep is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show kindness during park clean-ups?,By practicing making rangoli at the doorstep and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
118,Pew India Survey Dataset,Sports,6–8,1,Hinglish,Show Stewardship when you temple/church visits: Listening to grandparents’ stories.,Listening to grandparents’ stories,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. Listening to grandparents’ stories ke dauran temple/church visits mein stewardship dikhana seekhein. Buzurgon ko pranam karna chahiye.,Plant a seed and write a care plan.,What is one way to show stewardship during temple/church visits?,"By practicing listening to grandparents’ stories and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
119,Pew India Survey Dataset,Technology,10–12,1,Hinglish,"In rainy season, choose Respect: Bringing mithai to celebrate good news.",Bringing mithai to celebrate good news,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Bringing mithai to celebrate good news ke dauran rainy season mein respect dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Design a poster about the verse.,What is one way to show respect during rainy season?,"By practicing bringing mithai to celebrate good news and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
120,Pew India Survey Dataset,Sports,10–12,1,English,Be Mercy in park clean-ups: Listening to grandparents’ stories.,Listening to grandparents’ stories,Proverbs 15:1,A gentle answer turns away wrath.,"During park clean-ups, practice mercy. Listening to grandparents’ stories is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show mercy during park clean-ups?,By practicing listening to grandparents’ stories and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
121,Pew India Survey Dataset,Helping,6–8,1,Hinglish,"In family meals, choose Kindness: Reading a moral story at bedtime.",Reading a moral story at bedtime,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Reading a moral story at bedtime ke dauran family meals mein kindness dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Draw a comic showing the lesson.,What is one way to show kindness during family meals?,"By practicing reading a moral story at bedtime and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
122,Pew India Survey Dataset,Honesty,10–12,2,Hinglish,"In temple/church visits, choose Stewardship: Planting a tulsi and watering daily.",Planting a tulsi and watering daily,Proverbs 15:1,A gentle answer turns away wrath.,Planting a tulsi and watering daily ke dauran temple/church visits mein stewardship dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Write two sentences on how to apply this today.,What is one way to show stewardship during temple/church visits?,By practicing planting a tulsi and watering daily and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
123,Pew India Survey Dataset,Festival,10–12,1,Hinglish,God cares about festival time; practice Gratitude: Fasting with family and breaking together.,Fasting with family and breaking together,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Fasting with family and breaking together ke dauran festival time mein gratitude dikhana seekhein. Buzurgon ko pranam karna chahiye.,Design a poster about the verse.,What is one way to show gratitude during festival time?,"By practicing fasting with family and breaking together and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
124,Pew India Survey Dataset,Nature,6–8,3,English,"In bus rides, choose Hard work: Lighting a diya in the evening.",Lighting a diya in the evening,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During bus rides, practice hard work. Lighting a diya in the evening is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show hard work during bus rides?,"By practicing lighting a diya in the evening and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
125,Pew India Survey Dataset,Creativity,6–8,2,English,Be Gratitude in school line: Reading a moral story at bedtime.,Reading a moral story at bedtime,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During school line, practice gratitude. Reading a moral story at bedtime is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show gratitude during school line?,"By practicing reading a moral story at bedtime and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
126,Pew India Survey Dataset,Sports,8–10,3,Hinglish,Show Mercy when you temple/church visits: Fasting with family and breaking together.,Fasting with family and breaking together,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Fasting with family and breaking together ke dauran temple/church visits mein mercy dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Design a poster about the verse.,What is one way to show mercy during temple/church visits?,"By practicing fasting with family and breaking together and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
127,Pew India Survey Dataset,Health,8–10,1,English,Be Courage in classroom chores: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Proverbs 3:5,Trust in the Lord with all your heart.,"Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During classroom chores, practice courage. Tying rakhi to show sibling care is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show courage during classroom chores?,By practicing tying rakhi to show sibling care and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
128,Pew India Survey Dataset,Festival,8–10,3,English,God cares about morning assembly; practice Respect: Gifting fruits when visiting someone.,Gifting fruits when visiting someone,Proverbs 3:5,Trust in the Lord with all your heart.,"During morning assembly, practice respect. Gifting fruits when visiting someone is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show respect during morning assembly?,By practicing gifting fruits when visiting someone and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
129,Pew India Survey Dataset,Helping,6–8,3,English,"In park clean-ups, choose Self-control: Sharing prasad after worship.",Sharing prasad after worship,Proverbs 15:1,A gentle answer turns away wrath.,"During park clean-ups, practice self-control. Sharing prasad after worship is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show self-control during park clean-ups?,By practicing sharing prasad after worship and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
130,Pew India Survey Dataset,School,10–12,1,Hinglish,"In rainy season, choose Kindness: Keeping the temple area clean.",Keeping the temple area clean,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Keeping the temple area clean ke dauran rainy season mein kindness dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Design a poster about the verse.,What is one way to show kindness during rainy season?,"By practicing keeping the temple area clean and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
131,Pew India Survey Dataset,Health,6–8,1,Hinglish,"In market visits, choose Hard work: Reading a moral story at bedtime.",Reading a moral story at bedtime,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Reading a moral story at bedtime ke dauran market visits mein hard work dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Start a 7‑day kindness chart at home.,What is one way to show hard work during market visits?,"By practicing reading a moral story at bedtime and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
132,Pew India Survey Dataset,Travel,8–10,3,English,God cares about sports practice; practice Gratitude: Gifting fruits when visiting someone.,Gifting fruits when visiting someone,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During sports practice, practice gratitude. Gifting fruits when visiting someone is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show gratitude during sports practice?,"By practicing gifting fruits when visiting someone and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
133,Pew India Survey Dataset,Travel,6–8,3,Hinglish,Show Hard work when you park clean-ups: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Proverbs 3:5,Trust in the Lord with all your heart.,Planting a tulsi and watering daily ke dauran park clean-ups mein hard work dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Act out a short skit with friends.,What is one way to show hard work during park clean-ups?,By practicing planting a tulsi and watering daily and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
134,Pew India Survey Dataset,Honesty,6–8,3,English,God cares about music practice; practice Peacemaking: Bringing mithai to celebrate good news.,Bringing mithai to celebrate good news,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. During music practice, practice peacemaking. Bringing mithai to celebrate good news is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show peacemaking during music practice?,"By practicing bringing mithai to celebrate good news and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
135,Pew India Survey Dataset,Health,8–10,1,Hinglish,God cares about music practice; practice Honesty: Fasting with family and breaking together.,Fasting with family and breaking together,Proverbs 3:5,Trust in the Lord with all your heart.,Fasting with family and breaking together ke dauran music practice mein honesty dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Plant a seed and write a care plan.,What is one way to show honesty during music practice?,By practicing fasting with family and breaking together and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
136,Pew India Survey Dataset,Work,8–10,1,English,God cares about classroom chores; practice Hard work: Keeping shoes outside before entering.,Keeping shoes outside before entering,Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During classroom chores, practice hard work. Keeping shoes outside before entering is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show hard work during classroom chores?,By practicing keeping shoes outside before entering and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
137,Pew India Survey Dataset,Honesty,6–8,2,Hinglish,God cares about family meals; practice Courage: Fasting with family and breaking together.,Fasting with family and breaking together,Matthew 7:12,Do to others what you would have them do to you.,Fasting with family and breaking together ke dauran family meals mein courage dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Start a 7‑day kindness chart at home.,What is one way to show courage during family meals?,By practicing fasting with family and breaking together and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
138,Pew India Survey Dataset,School,10–12,1,English,Show Humility when you classroom chores: Gifting fruits when visiting someone.,Gifting fruits when visiting someone,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During classroom chores, practice humility. Gifting fruits when visiting someone is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show humility during classroom chores?,"By practicing gifting fruits when visiting someone and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
