id,source,category,age_range,difficulty,language_style,title,india_concept,bible_reference,memory_verse,kid_friendly_explanation,activity_idea,kid_prompt,answer_key,safety_tag
130,Spotify,Civics,8–10,1,English,"In market visits, choose Peacemaking: Cricket fair play.",Cricket fair play,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During market visits, practice peacemaking. Cricket fair play is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show peacemaking during market visits?,"By practicing cricket fair play and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
131,Spotify,Technology,6–8,1,English,Show Gratitude when you market visits: Handwashing before meals.,Handwashing before meals,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During market visits, practice gratitude. Handwashing before meals is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show gratitude during market visits?,"By practicing handwashing before meals and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
132,Spotify,School,8–10,3,Hinglish,"In temple/church visits, choose Humility: Traffic safety and helmets.",Traffic safety and helmets,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Traffic safety and helmets ke dauran temple/church visits mein humility dikhana seekhein. Sach bolna zaroori hai.,Write two sentences on how to apply this today.,What is one way to show humility during temple/church visits?,"By practicing traffic safety and helmets and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
133,Spotify,School,10–12,3,English,Be Stewardship in festival time: Recycling and saving water.,Recycling and saving water,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During festival time, practice stewardship. Recycling and saving water is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show stewardship during festival time?,"By practicing recycling and saving water and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
134,Spotify,Health,8–10,3,Hinglish,Show Kindness when you bus rides: Handwashing before meals.,Handwashing before meals,Proverbs 15:1,A gentle answer turns away wrath.,"Handwashing before meals ke dauran bus rides mein kindness dikhana seekhein. Paani bachao, future bachao.",Make a thank-you card for a helper.,What is one way to show kindness during bus rides?,By practicing handwashing before meals and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
135,Spotify,Respect,10–12,1,Hinglish,Be Respect in library hour: Public transport manners.,Public transport manners,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","Public transport manners ke dauran library hour mein respect dikhana seekhein. Helmet peheno, safety first!",Draw a comic showing the lesson.,What is one way to show respect during library hour?,"By practicing public transport manners and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
136,Spotify,Work,10–12,3,English,Be Self-control in playground games: Respect for teachers (Guru).,Respect for teachers (Guru),Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During playground games, practice self-control. Respect for teachers (Guru) is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show self-control during playground games?,"By practicing respect for teachers (guru) and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
137,Spotify,Respect,10–12,3,English,God cares about morning assembly; practice Respect: Recycling and saving water.,Recycling and saving water,Proverbs 15:1,A gentle answer turns away wrath.,"During morning assembly, practice respect. Recycling and saving water is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show respect during morning assembly?,By practicing recycling and saving water and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
138,Spotify,Respect,8–10,2,English,Show Courage when you library hour: Using inside voices in public places.,Using inside voices in public places,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During library hour, practice courage. Using inside voices in public places is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show courage during library hour?,"By practicing using inside voices in public places and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
139,Spotify,Honesty,8–10,3,English,Be Humility in rainy season: Monsoon safety and helping.,Monsoon safety and helping,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During rainy season, practice humility. Monsoon safety and helping is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show humility during rainy season?,"By practicing monsoon safety and helping and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
140,Spotify,Civics,10–12,2,Hinglish,"In park clean-ups, choose Peacemaking: Tiffin sharing kindly.",Tiffin sharing kindly,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Tiffin sharing kindly ke dauran park clean-ups mein peacemaking dikhana seekhein. Line mein aage nahi ghusna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show peacemaking during park clean-ups?,"By practicing tiffin sharing kindly and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
141,Spotify,Health,6–8,3,English,Be Gratitude in temple/church visits: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During temple/church visits, practice gratitude. Tiffin sharing kindly is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show gratitude during temple/church visits?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
142,Spotify,Sports,8–10,2,English,"In school line, choose Honesty: Public transport manners.",Public transport manners,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During school line, practice honesty. Public transport manners is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show honesty during school line?,"By practicing public transport manners and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
143,Spotify,Respect,6–8,1,Hinglish,Show Gratitude when you playground games: Digital kindness in chats.,Digital kindness in chats,Proverbs 3:5,Trust in the Lord with all your heart.,"Digital kindness in chats ke dauran playground games mein gratitude dikhana seekhein. Paani bachao, future bachao.",Act out a short skit with friends.,What is one way to show gratitude during playground games?,By practicing digital kindness in chats and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
144,Spotify,Festival,8–10,2,Hinglish,Be Stewardship in temple/church visits: Public transport manners.,Public transport manners,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Public transport manners ke dauran temple/church visits mein stewardship dikhana seekhein. Elders ko respect dikhana chahiye.,Create a recycling checklist for your class.,What is one way to show stewardship during temple/church visits?,"By practicing public transport manners and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
145,Spotify,Health,6–8,3,Hinglish,"In homework time, choose Stewardship: Recycling and saving water.",Recycling and saving water,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Recycling and saving water ke dauran homework time mein stewardship dikhana seekhein. Please aur thank you bolna chahiye.,Make a thank-you card for a helper.,What is one way to show stewardship during homework time?,"By practicing recycling and saving water and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
146,Spotify,Creativity,8–10,1,Hinglish,God cares about homework time; practice Courage: Tiffin sharing kindly.,Tiffin sharing kindly,Matthew 7:12,Do to others what you would have them do to you.,Tiffin sharing kindly ke dauran homework time mein courage dikhana seekhein. Elders ko respect dikhana chahiye.,Act out a short skit with friends.,What is one way to show courage during homework time?,By practicing tiffin sharing kindly and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
147,Spotify,Travel,10–12,2,Hinglish,"In classroom chores, choose Kindness: Handwashing before meals.",Handwashing before meals,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Handwashing before meals ke dauran classroom chores mein kindness dikhana seekhein. Elders ko respect dikhana chahiye.,Write two sentences on how to apply this today.,What is one way to show kindness during classroom chores?,"By practicing handwashing before meals and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
148,Spotify,Work,6–8,1,Hinglish,Show Honesty when you bus rides: Respect for teachers (Guru).,Respect for teachers (Guru),Matthew 7:12,Do to others what you would have them do to you.,"Respect for teachers (Guru) ke dauran bus rides mein honesty dikhana seekhein. Helmet peheno, safety first!",Act out a short skit with friends.,What is one way to show honesty during bus rides?,By practicing respect for teachers (guru) and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
149,Spotify,Health,10–12,3,English,Show Mercy when you playground games: Monsoon safety and helping.,Monsoon safety and helping,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During playground games, practice mercy. Monsoon safety and helping is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show mercy during playground games?,"By practicing monsoon safety and helping and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
150,Spotify,School,6–8,2,Hinglish,God cares about school line; practice Peacemaking: Namaste greeting.,Namaste greeting,Proverbs 3:5,Trust in the Lord with all your heart.,Namaste greeting ke dauran school line mein peacemaking dikhana seekhein. Sab ke saath share karna accha hota hai.,Create a recycling checklist for your class.,What is one way to show peacemaking during school line?,By practicing namaste greeting and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
151,Spotify,Family,6–8,2,English,Show Hard work when you family meals: Library book care.,Library book care,Proverbs 22:1,A good name is more desirable than great riches.,"During family meals, practice hard work. Library book care is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show hard work during family meals?,By practicing library book care and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
152,Spotify,Health,8–10,2,English,Be Mercy in music practice: Public transport manners.,Public transport manners,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During music practice, practice mercy. Public transport manners is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show mercy during music practice?,"By practicing public transport manners and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
153,Spotify,Travel,10–12,2,Hinglish,God cares about homework time; practice Self-control: Helping neighbors during festivals.,Helping neighbors during festivals,Matthew 7:12,Do to others what you would have them do to you.,Helping neighbors during festivals ke dauran homework time mein self-control dikhana seekhein. Sach bolna zaroori hai.,Draw a comic showing the lesson.,What is one way to show self-control during homework time?,By practicing helping neighbors during festivals and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
154,Spotify,School,8–10,1,Hinglish,Show Mercy when you temple/church visits: Tiffin sharing kindly.,Tiffin sharing kindly,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Tiffin sharing kindly ke dauran temple/church visits mein mercy dikhana seekhein. Please aur thank you bolna chahiye.,Draw a comic showing the lesson.,What is one way to show mercy during temple/church visits?,"By practicing tiffin sharing kindly and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
155,Spotify,Health,10–12,3,Hinglish,God cares about playground games; practice Self-control: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 15:1,A gentle answer turns away wrath.,Tiffin sharing kindly ke dauran playground games mein self-control dikhana seekhein. Please aur thank you bolna chahiye.,Write two sentences on how to apply this today.,What is one way to show self-control during playground games?,By practicing tiffin sharing kindly and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
156,Spotify,Festival,10–12,1,English,"In park clean-ups, choose Hard work: Public transport manners.",Public transport manners,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During park clean-ups, practice hard work. Public transport manners is a simple way to show care for others.",Design a poster about the verse.,What is one way to show hard work during park clean-ups?,"By practicing public transport manners and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
157,Spotify,Sports,8–10,1,Hinglish,"In park clean-ups, choose Courage: Helping neighbors during festivals.",Helping neighbors during festivals,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Helping neighbors during festivals ke dauran park clean-ups mein courage dikhana seekhein. Sach bolna zaroori hai.,Make a thank-you card for a helper.,What is one way to show courage during park clean-ups?,"By practicing helping neighbors during festivals and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
158,Spotify,Travel,8–10,2,Hinglish,God cares about temple/church visits; practice Mercy: Traffic safety and helmets.,Traffic safety and helmets,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Traffic safety and helmets ke dauran temple/church visits mein mercy dikhana seekhein. Line mein aage nahi ghusna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show mercy during temple/church visits?,"By practicing traffic safety and helmets and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
159,Spotify,Respect,10–12,2,Hinglish,Be Stewardship in morning assembly: Tiffin sharing kindly.,Tiffin sharing kindly,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Tiffin sharing kindly ke dauran morning assembly mein stewardship dikhana seekhein. Line mein aage nahi ghusna chahiye.,Create a recycling checklist for your class.,What is one way to show stewardship during morning assembly?,"By practicing tiffin sharing kindly and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
160,Spotify,Family,6–8,2,English,"In sports practice, choose Kindness: Queueing at shops and buses.",Queueing at shops and buses,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During sports practice, practice kindness. Queueing at shops and buses is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show kindness during sports practice?,"By practicing queueing at shops and buses and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
161,Spotify,Sports,10–12,2,Hinglish,Be Stewardship in classroom chores: Helping neighbors during festivals.,Helping neighbors during festivals,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Helping neighbors during festivals ke dauran classroom chores mein stewardship dikhana seekhein. Elders ko respect dikhana chahiye.,Design a poster about the verse.,What is one way to show stewardship during classroom chores?,"By practicing helping neighbors during festivals and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
162,Spotify,Creativity,6–8,1,Hinglish,Be Hard work in family meals: Monsoon safety and helping.,Monsoon safety and helping,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Monsoon safety and helping ke dauran family meals mein hard work dikhana seekhein. Elders ko respect dikhana chahiye.,Create a recycling checklist for your class.,What is one way to show hard work during family meals?,"By practicing monsoon safety and helping and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
163,Spotify,Sports,8–10,2,Hinglish,Show Courage when you morning assembly: Monsoon safety and helping.,Monsoon safety and helping,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Monsoon safety and helping ke dauran morning assembly mein courage dikhana seekhein. Helmet peheno, safety first!",Design a poster about the verse.,What is one way to show courage during morning assembly?,"By practicing monsoon safety and helping and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
164,Spotify,Health,10–12,2,Hinglish,"In school line, choose Peacemaking: Namaste greeting.",Namaste greeting,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","Namaste greeting ke dauran school line mein peacemaking dikhana seekhein. Helmet peheno, safety first!",Design a poster about the verse.,What is one way to show peacemaking during school line?,"By practicing namaste greeting and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
165,Spotify,Civics,8–10,3,Hinglish,God cares about school line; practice Kindness: Respect for diverse languages.,Respect for diverse languages,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","Respect for diverse languages ke dauran school line mein kindness dikhana seekhein. Paani bachao, future bachao.",Create a recycling checklist for your class.,What is one way to show kindness during school line?,"By practicing respect for diverse languages and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
166,Spotify,Travel,6–8,3,Hinglish,God cares about library hour; practice Gratitude: Keeping temples and parks clean.,Keeping temples and parks clean,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Keeping temples and parks clean ke dauran library hour mein gratitude dikhana seekhein. Sab ke saath share karna accha hota hai.,Make a thank-you card for a helper.,What is one way to show gratitude during library hour?,"By practicing keeping temples and parks clean and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
167,Spotify,Health,6–8,3,Hinglish,"In family meals, choose Hard work: Tiffin sharing kindly.",Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","Tiffin sharing kindly ke dauran family meals mein hard work dikhana seekhein. Helmet peheno, safety first!",Plant a seed and write a care plan.,What is one way to show hard work during family meals?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
168,Spotify,Health,6–8,2,English,God cares about market visits; practice Mercy: Respect for diverse languages.,Respect for diverse languages,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During market visits, practice mercy. Respect for diverse languages is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show mercy during market visits?,"By practicing respect for diverse languages and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
169,Spotify,Festival,8–10,2,Hinglish,Be Stewardship in festival time: Respect for diverse languages.,Respect for diverse languages,Proverbs 22:1,A good name is more desirable than great riches.,Respect for diverse languages ke dauran festival time mein stewardship dikhana seekhein. Elders ko respect dikhana chahiye.,Start a 7‑day kindness chart at home.,What is one way to show stewardship during festival time?,By practicing respect for diverse languages and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
170,Spotify,Sports,10–12,1,English,Show Mercy when you school line: Keeping temples and parks clean.,Keeping temples and parks clean,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During school line, practice mercy. Keeping temples and parks clean is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show mercy during school line?,"By practicing keeping temples and parks clean and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
171,Spotify,Respect,8–10,1,Hinglish,God cares about homework time; practice Courage: Handwashing before meals.,Handwashing before meals,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Handwashing before meals ke dauran homework time mein courage dikhana seekhein. Please aur thank you bolna chahiye.,Plant a seed and write a care plan.,What is one way to show courage during homework time?,"By practicing handwashing before meals and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
172,Spotify,Helping,6–8,1,English,Show Honesty when you music practice: Cricket fair play.,Cricket fair play,Proverbs 3:5,Trust in the Lord with all your heart.,"During music practice, practice honesty. Cricket fair play is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show honesty during music practice?,By practicing cricket fair play and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
173,Spotify,Work,10–12,2,English,Be Stewardship in school line: Respect for diverse languages.,Respect for diverse languages,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During school line, practice stewardship. Respect for diverse languages is a simple way to show care for others.",Design a poster about the verse.,What is one way to show stewardship during school line?,"By practicing respect for diverse languages and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
174,Spotify,Travel,10–12,3,Hinglish,God cares about library hour; practice Gratitude: Helping neighbors during festivals.,Helping neighbors during festivals,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Helping neighbors during festivals ke dauran library hour mein gratitude dikhana seekhein. Elders ko respect dikhana chahiye.,Create a recycling checklist for your class.,What is one way to show gratitude during library hour?,"By practicing helping neighbors during festivals and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
175,Spotify,Nature,10–12,1,English,"In market visits, choose Peacemaking: Monsoon safety and helping.",Monsoon safety and helping,Proverbs 15:1,A gentle answer turns away wrath.,"During market visits, practice peacemaking. Monsoon safety and helping is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show peacemaking during market visits?,By practicing monsoon safety and helping and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
176,Spotify,School,8–10,3,English,Be Stewardship in sports practice: Monsoon safety and helping.,Monsoon safety and helping,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During sports practice, practice stewardship. Monsoon safety and helping is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show stewardship during sports practice?,"By practicing monsoon safety and helping and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
177,Spotify,School,8–10,2,English,Show Gratitude when you morning assembly: Handwashing before meals.,Handwashing before meals,Proverbs 3:5,Trust in the Lord with all your heart.,"During morning assembly, practice gratitude. Handwashing before meals is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show gratitude during morning assembly?,By practicing handwashing before meals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
178,Spotify,Health,8–10,3,English,"In library hour, choose Humility: Tiffin sharing kindly.",Tiffin sharing kindly,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During library hour, practice humility. Tiffin sharing kindly is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show humility during library hour?,"By practicing tiffin sharing kindly and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
179,Spotify,Civics,8–10,2,English,Be Gratitude in park clean-ups: Respect for diverse languages.,Respect for diverse languages,Proverbs 15:1,A gentle answer turns away wrath.,"During park clean-ups, practice gratitude. Respect for diverse languages is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show gratitude during park clean-ups?,By practicing respect for diverse languages and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
180,Spotify,Travel,8–10,3,Hinglish,Be Humility in market visits: Respect for teachers (Guru).,Respect for teachers (Guru),Proverbs 3:5,Trust in the Lord with all your heart.,Respect for teachers (Guru) ke dauran market visits mein humility dikhana seekhein. Elders ko respect dikhana chahiye.,Draw a comic showing the lesson.,What is one way to show humility during market visits?,By practicing respect for teachers (guru) and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
181,Spotify,Travel,6–8,1,English,"In playground games, choose Peacemaking: Handwashing before meals.",Handwashing before meals,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During playground games, practice peacemaking. Handwashing before meals is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show peacemaking during playground games?,"By practicing handwashing before meals and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
182,Spotify,Helping,10–12,3,English,"In homework time, choose Hard work: Public transport manners.",Public transport manners,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During homework time, practice hard work. Public transport manners is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show hard work during homework time?,"By practicing public transport manners and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
183,Spotify,Festival,8–10,1,Hinglish,Be Courage in morning assembly: Recycling and saving water.,Recycling and saving water,Proverbs 22:1,A good name is more desirable than great riches.,Recycling and saving water ke dauran morning assembly mein courage dikhana seekhein. Elders ko respect dikhana chahiye.,Start a 7‑day kindness chart at home.,What is one way to show courage during morning assembly?,By practicing recycling and saving water and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
184,Spotify,Technology,6–8,3,English,God cares about park clean-ups; practice Gratitude: Helping neighbors during festivals.,Helping neighbors during festivals,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During park clean-ups, practice gratitude. Helping neighbors during festivals is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show gratitude during park clean-ups?,"By practicing helping neighbors during festivals and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
185,Spotify,Civics,10–12,2,English,"In sports practice, choose Hard work: Using inside voices in public places.",Using inside voices in public places,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During sports practice, practice hard work. Using inside voices in public places is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show hard work during sports practice?,"By practicing using inside voices in public places and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
186,Spotify,Civics,6–8,3,Hinglish,"In homework time, choose Humility: Cricket fair play.",Cricket fair play,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Cricket fair play ke dauran homework time mein humility dikhana seekhein. Please aur thank you bolna chahiye.,Make a thank-you card for a helper.,What is one way to show humility during homework time?,"By practicing cricket fair play and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
187,Spotify,Respect,6–8,1,English,Be Self-control in festival time: Keeping temples and parks clean.,Keeping temples and parks clean,Proverbs 22:1,A good name is more desirable than great riches.,"During festival time, practice self-control. Keeping temples and parks clean is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show self-control during festival time?,By practicing keeping temples and parks clean and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
188,Spotify,Honesty,10–12,3,English,"In market visits, choose Mercy: Traffic safety and helmets.",Traffic safety and helmets,Proverbs 22:1,A good name is more desirable than great riches.,"During market visits, practice mercy. Traffic safety and helmets is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show mercy during market visits?,By practicing traffic safety and helmets and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
189,Spotify,Festival,8–10,3,Hinglish,Show Courage when you temple/church visits: Traffic safety and helmets.,Traffic safety and helmets,Matthew 7:12,Do to others what you would have them do to you.,Traffic safety and helmets ke dauran temple/church visits mein courage dikhana seekhein. Line mein aage nahi ghusna chahiye.,Make a thank-you card for a helper.,What is one way to show courage during temple/church visits?,By practicing traffic safety and helmets and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
190,Spotify,Creativity,10–12,2,Hinglish,"In sports practice, choose Peacemaking: Respect for diverse languages.",Respect for diverse languages,Matthew 7:12,Do to others what you would have them do to you.,"Respect for diverse languages ke dauran sports practice mein peacemaking dikhana seekhein. Helmet peheno, safety first!",Act out a short skit with friends.,What is one way to show peacemaking during sports practice?,By practicing respect for diverse languages and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
191,Spotify,Honesty,8–10,3,Hinglish,Be Mercy in school line: Recycling and saving water.,Recycling and saving water,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Recycling and saving water ke dauran school line mein mercy dikhana seekhein. Line mein aage nahi ghusna chahiye.,Write two sentences on how to apply this today.,What is one way to show mercy during school line?,"By practicing recycling and saving water and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
192,Spotify,Civics,10–12,2,Hinglish,Be Hard work in playground games: Digital kindness in chats.,Digital kindness in chats,Matthew 7:12,Do to others what you would have them do to you.,Digital kindness in chats ke dauran playground games mein hard work dikhana seekhein. Please aur thank you bolna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show hard work during playground games?,By practicing digital kindness in chats and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
193,Spotify,Sports,6–8,3,English,Show Respect when you rainy season: Cricket fair play.,Cricket fair play,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During rainy season, practice respect. Cricket fair play is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show respect during rainy season?,"By practicing cricket fair play and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
194,Spotify,Sports,10–12,2,English,God cares about temple/church visits; practice Hard work: Public transport manners.,Public transport manners,Matthew 7:12,Do to others what you would have them do to you.,"During temple/church visits, practice hard work. Public transport manners is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show hard work during temple/church visits?,By practicing public transport manners and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
195,Spotify,Sports,10–12,1,Hinglish,Show Honesty when you market visits: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 15:1,A gentle answer turns away wrath.,"Helping neighbors during festivals ke dauran market visits mein honesty dikhana seekhein. Paani bachao, future bachao.",Plant a seed and write a care plan.,What is one way to show honesty during market visits?,By practicing helping neighbors during festivals and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
